1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
38R3,"Res, 38R3 Ohm, 37R4, 125mW, R0805",Yageo,RC0805FR-0738R3P,Panasonic,ERJ-U06F38R3V,Koa-Speer,RK73H2ATTDD38R3F
39R2,"Res, 39R2 Ohm, 38R3, 125mW, R0805",Yageo,RC0805FR-0739R2P,Panasonic,ERJ-U06F39R2V,Koa-Speer,RK73H2ATTDD39R2F
40R2,"Res, 40R2 Ohm, 39R2, 125mW, R0805",Yageo,RC0805FR-0740R2P,Panasonic,ERJ-U06F40R2V,Koa-Speer,RK73H2ATTDD40R2F
41R2,"Res, 41R2 Ohm, 40R2, 125mW, R0805",Yageo,RC0805FR-0741R2P,Panasonic,ERJ-U06F41R2V,Koa-Speer,RK73H2ATTDD41R2F
42R2,"Res, 42R2 Ohm, 41R2, 125mW, R0805",Yageo,RC0805FR-0742R2P,Panasonic,ERJ-U06F42R2V,Koa-Speer,RK73H2ATTDD42R2F
43R2,"Res, 43R2 Ohm, 42R2, 125mW, R0805",Yageo,RC0805FR-0743R2P,Panasonic,ERJ-U06F43R2V,Koa-Speer,RK73H2ATTDD43R2F
44R2,"Res, 44R2 Ohm, 43R2, 125mW, R0805",Yageo,RC0805FR-0744R2P,Panasonic,ERJ-U06F44R2V,Koa-Speer,RK73H2ATTDD44R2F
45R3,"Res, 45R3 Ohm, 44R2, 125mW, R0805",Yageo,RC0805FR-0745R3P,Panasonic,ERJ-U06F45R3V,Koa-Speer,RK73H2ATTDD45R3F
46R4,"Res, 46R4 Ohm, 45R3, 125mW, R0805",Yageo,RC0805FR-0746R4P,Panasonic,ERJ-U06F46R4V,Koa-Speer,RK73H2ATTDD46R4F
47R5,"Res, 47R5 Ohm, 46R4, 125mW, R0805",Yageo,RC0805FR-0747R5P,Panasonic,ERJ-U06F47R5V,Koa-Speer,RK73H2ATTDD47R5F
48R7,"Res, 48R7 Ohm, 47R5, 125mW, R0805",Yageo,RC0805FR-0748R7P,Panasonic,ERJ-U06F48R7V,Koa-Speer,RK73H2ATTDD48R7F
49R9,"Res, 49R9 Ohm, 48R7, 125mW, R0805",Yageo,RC0805FR-0749R9P,Panasonic,ERJ-U06F49R9V,Koa-Speer,RK73H2ATTDD49R9F
51R1,"Res, 51R1 Ohm, 49R9, 125mW, R0805",Yageo,RC0805FR-0751R1P,Panasonic,ERJ-U06F51R1V,Koa-Speer,RK73H2ATTDD51R1F
52R3,"Res, 52R3 Ohm, 51R1, 125mW, R0805",Yageo,RC0805FR-0752R3P,Panasonic,ERJ-U06F52R3V,Koa-Speer,RK73H2ATTDD52R3F
53R6,"Res, 53R6 Ohm, 52R3, 125mW, R0805",Yageo,RC0805FR-0753R6P,Panasonic,ERJ-U06F53R6V,Koa-Speer,RK73H2ATTDD53R6F
54R9,"Res, 54R9 Ohm, 53R6, 125mW, R0805",Yageo,RC0805FR-0754R9P,Panasonic,ERJ-U06F54R9V,Koa-Speer,RK73H2ATTDD54R9F
56R2,"Res, 56R2 Ohm, 54R9, 125mW, R0805",Yageo,RC0805FR-0756R2P,Panasonic,ERJ-U06F56R2V,Koa-Speer,RK73H2ATTDD56R2F
57R6,"Res, 57R6 Ohm, 56R2, 125mW, R0805",Yageo,RC0805FR-0757R6P,Panasonic,ERJ-U06F57R6V,Koa-Speer,RK73H2ATTDD57R6F
59R,"Res, 59R Ohm, 57R6, 125mW, R0805",Yageo,RC0805FR-0759RP,Panasonic,ERJ-U06F59R0V,Koa-Speer,RK73H2ATTDD59R0F
60R4,"Res, 60R4 Ohm, 59R, 125mW, R0805",Yageo,RC0805FR-0760R4P,Panasonic,ERJ-U06F60R4V,Koa-Speer,RK73H2ATTDD60R4F
61R9,"Res, 61R9 Ohm, 60R4, 125mW, R0805",Yageo,RC0805FR-0761R9P,Panasonic,ERJ-U06F61R9V,Koa-Speer,RK73H2ATTDD61R9F
63R4,"Res, 63R4 Ohm, 61R9, 125mW, R0805",Yageo,RC0805FR-0763R4P,Panasonic,ERJ-U06F63R4V,Koa-Speer,RK73H2ATTDD63R4F
64R9,"Res, 64R9 Ohm, 63R4, 125mW, R0805",Yageo,RC0805FR-0764R9P,Panasonic,ERJ-U06F64R9V,Koa-Speer,RK73H2ATTDD64R9F
66R5,"Res, 66R5 Ohm, 64R9, 125mW, R0805",Yageo,RC0805FR-0766R5P,Panasonic,ERJ-U06F66R5V,Koa-Speer,RK73H2ATTDD66R5F
68R1,"Res, 68R1 Ohm, 66R5, 125mW, R0805",Yageo,RC0805FR-0768R1P,Panasonic,ERJ-U06F68R1V,Koa-Speer,RK73H2ATTDD68R1F
69R8,"Res, 69R8 Ohm, 68R1, 125mW, R0805",Yageo,RC0805FR-0769R8P,Panasonic,ERJ-U06F69R8V,Koa-Speer,RK73H2ATTDD69R8F
71R5,"Res, 71R5 Ohm, 69R8, 125mW, R0805",Yageo,RC0805FR-0771R5P,Panasonic,ERJ-U06F71R5V,Koa-Speer,RK73H2ATTDD71R5F
73R2,"Res, 73R2 Ohm, 71R5, 125mW, R0805",Yageo,RC0805FR-0773R2P,Panasonic,ERJ-U06F73R2V,Koa-Speer,RK73H2ATTDD73R2F
75R,"Res, 75R Ohm, 73R2, 125mW, R0805",Yageo,RC0805FR-0775RP,Panasonic,ERJ-U06F75R0V,Koa-Speer,RK73H2ATTDD75R0F
76R8,"Res, 76R8 Ohm, 75R, 125mW, R0805",Yageo,RC0805FR-0776R8P,Panasonic,ERJ-U06F76R8V,Koa-Speer,RK73H2ATTDD76R8F
78R7,"Res, 78R7 Ohm, 76R8, 125mW, R0805",Yageo,RC0805FR-0778R7P,Panasonic,ERJ-U06F78R7V,Koa-Speer,RK73H2ATTDD78R7F
80R6,"Res, 80R6 Ohm, 78R7, 125mW, R0805",Yageo,RC0805FR-0780R6P,Panasonic,ERJ-U06F80R6V,Koa-Speer,RK73H2ATTDD80R6F
82R5,"Res, 82R5 Ohm, 80R6, 125mW, R0805",Yageo,RC0805FR-0782R5P,Panasonic,ERJ-U06F82R5V,Koa-Speer,RK73H2ATTDD82R5F
84R5,"Res, 84R5 Ohm, 82R5, 125mW, R0805",Yageo,RC0805FR-0784R5P,Panasonic,ERJ-U06F84R5V,Koa-Speer,RK73H2ATTDD84R5F
86R6,"Res, 86R6 Ohm, 84R5, 125mW, R0805",Yageo,RC0805FR-0786R6P,Panasonic,ERJ-U06F86R6V,Koa-Speer,RK73H2ATTDD86R6F
88R7,"Res, 88R7 Ohm, 86R6, 125mW, R0805",Yageo,RC0805FR-0788R7P,Panasonic,ERJ-U06F88R7V,Koa-Speer,RK73H2ATTDD88R7F
90R9,"Res, 90R9 Ohm, 88R7, 125mW, R0805",Yageo,RC0805FR-0790R9P,Panasonic,ERJ-U06F90R9V,Koa-Speer,RK73H2ATTDD90R9F
93R1,"Res, 93R1 Ohm, 90R9, 125mW, R0805",Yageo,RC0805FR-0793R1P,Panasonic,ERJ-U06F93R1V,Koa-Speer,RK73H2ATTDD93R1F
95R3,"Res, 95R3 Ohm, 93R1, 125mW, R0805",Yageo,RC0805FR-0795R3P,Panasonic,ERJ-U06F95R3V,Koa-Speer,RK73H2ATTDD95R3F
97R6,"Res, 97R6 Ohm, 95R3, 125mW, R0805",Yageo,RC0805FR-0797R6P,Panasonic,ERJ-U06F97R6V,Koa-Speer,RK73H2ATTDD97R6F
100R,"Res, 100R Ohm, 97R6, 125mW, R0805",Yageo,RC0805FR-07100RP,Panasonic,ERJ-U06F1000V,Koa-Speer,RK73H2ATTDD1000F
102R,"Res, 102R Ohm, 100R, 125mW, R0805",Yageo,RC0805FR-07102RP,Panasonic,ERJ-U06F1020V,Koa-Speer,RK73H2ATTDD1020F
105R,"Res, 105R Ohm, 102R, 125mW, R0805",Yageo,RC0805FR-07105RP,Panasonic,ERJ-U06F1050V,Koa-Speer,RK73H2ATTDD1050F
107R,"Res, 107R Ohm, 105R, 125mW, R0805",Yageo,RC0805FR-07107RP,Panasonic,ERJ-U06F1070V,Koa-Speer,RK73H2ATTDD1070F
110R,"Res, 110R Ohm, 107R, 125mW, R0805",Yageo,RC0805FR-07110RP,Panasonic,ERJ-U06F1100V,Koa-Speer,RK73H2ATTDD1100F
113R,"Res, 113R Ohm, 110R, 125mW, R0805",Yageo,RC0805FR-07113RP,Panasonic,ERJ-U06F1130V,Koa-Speer,RK73H2ATTDD1130F
115R,"Res, 115R Ohm, 113R, 125mW, R0805",Yageo,RC0805FR-07115RP,Panasonic,ERJ-U06F1150V,Koa-Speer,RK73H2ATTDD1150F
118R,"Res, 118R Ohm, 115R, 125mW, R0805",Yageo,RC0805FR-07118RP,Panasonic,ERJ-U06F1180V,Koa-Speer,RK73H2ATTDD1180F
121R,"Res, 121R Ohm, 118R, 125mW, R0805",Yageo,RC0805FR-07121RP,Panasonic,ERJ-U06F1210V,Koa-Speer,RK73H2ATTDD1210F
124R,"Res, 124R Ohm, 121R, 125mW, R0805",Yageo,RC0805FR-07124RP,Panasonic,ERJ-U06F1240V,Koa-Speer,RK73H2ATTDD1240F
127R,"Res, 127R Ohm, 124R, 125mW, R0805",Yageo,RC0805FR-07127RP,Panasonic,ERJ-U06F1270V,Koa-Speer,RK73H2ATTDD1270F
130R,"Res, 130R Ohm, 127R, 125mW, R0805",Yageo,RC0805FR-07130RP,Panasonic,ERJ-U06F1300V,Koa-Speer,RK73H2ATTDD1300F
133R,"Res, 133R Ohm, 130R, 125mW, R0805",Yageo,RC0805FR-07133RP,Panasonic,ERJ-U06F1330V,Koa-Speer,RK73H2ATTDD1330F
137R,"Res, 137R Ohm, 133R, 125mW, R0805",Yageo,RC0805FR-07137RP,Panasonic,ERJ-U06F1370V,Koa-Speer,RK73H2ATTDD1370F
140R,"Res, 140R Ohm, 137R, 125mW, R0805",Yageo,RC0805FR-07140RP,Panasonic,ERJ-U06F1400V,Koa-Speer,RK73H2ATTDD1400F
143R,"Res, 143R Ohm, 140R, 125mW, R0805",Yageo,RC0805FR-07143RP,Panasonic,ERJ-U06F1430V,Koa-Speer,RK73H2ATTDD1430F
147R,"Res, 147R Ohm, 143R, 125mW, R0805",Yageo,RC0805FR-07147RP,Panasonic,ERJ-U06F1470V,Koa-Speer,RK73H2ATTDD1470F
150R,"Res, 150R Ohm, 147R, 125mW, R0805",Yageo,RC0805FR-07150RP,Panasonic,ERJ-U06F1500V,Koa-Speer,RK73H2ATTDD1500F
154R,"Res, 154R Ohm, 150R, 125mW, R0805",Yageo,RC0805FR-07154RP,Panasonic,ERJ-U06F1540V,Koa-Speer,RK73H2ATTDD1540F
158R,"Res, 158R Ohm, 154R, 125mW, R0805",Yageo,RC0805FR-07158RP,Panasonic,ERJ-U06F1580V,Koa-Speer,RK73H2ATTDD1580F
162R,"Res, 162R Ohm, 158R, 125mW, R0805",Yageo,RC0805FR-07162RP,Panasonic,ERJ-U06F1620V,Koa-Speer,RK73H2ATTDD1620F
165R,"Res, 165R Ohm, 162R, 125mW, R0805",Yageo,RC0805FR-07165RP,Panasonic,ERJ-U06F1650V,Koa-Speer,RK73H2ATTDD1650F
169R,"Res, 169R Ohm, 165R, 125mW, R0805",Yageo,RC0805FR-07169RP,Panasonic,ERJ-U06F1690V,Koa-Speer,RK73H2ATTDD1690F
174R,"Res, 174R Ohm, 169R, 125mW, R0805",Yageo,RC0805FR-07174RP,Panasonic,ERJ-U06F1740V,Koa-Speer,RK73H2ATTDD1740F
178R,"Res, 178R Ohm, 174R, 125mW, R0805",Yageo,RC0805FR-07178RP,Panasonic,ERJ-U06F1780V,Koa-Speer,RK73H2ATTDD1780F
182R,"Res, 182R Ohm, 178R, 125mW, R0805",Yageo,RC0805FR-07182RP,Panasonic,ERJ-U06F1820V,Koa-Speer,RK73H2ATTDD1820F
187R,"Res, 187R Ohm, 182R, 125mW, R0805",Yageo,RC0805FR-07187RP,Panasonic,ERJ-U06F1870V,Koa-Speer,RK73H2ATTDD1870F
191R,"Res, 191R Ohm, 187R, 125mW, R0805",Yageo,RC0805FR-07191RP,Panasonic,ERJ-U06F1910V,Koa-Speer,RK73H2ATTDD1910F
196R,"Res, 196R Ohm, 191R, 125mW, R0805",Yageo,RC0805FR-07196RP,Panasonic,ERJ-U06F1960V,Koa-Speer,RK73H2ATTDD1960F
200R,"Res, 200R Ohm, 196R, 125mW, R0805",Yageo,RC0805FR-07200RP,Panasonic,ERJ-U06F2000V,Koa-Speer,RK73H2ATTDD2000F
205R,"Res, 205R Ohm, 200R, 125mW, R0805",Yageo,RC0805FR-07205RP,Panasonic,ERJ-U06F2050V,Koa-Speer,RK73H2ATTDD2050F
210R,"Res, 210R Ohm, 205R, 125mW, R0805",Yageo,RC0805FR-07210RP,Panasonic,ERJ-U06F2100V,Koa-Speer,RK73H2ATTDD2100F
215R,"Res, 215R Ohm, 210R, 125mW, R0805",Yageo,RC0805FR-07215RP,Panasonic,ERJ-U06F2150V,Koa-Speer,RK73H2ATTDD2150F
221R,"Res, 221R Ohm, 215R, 125mW, R0805",Yageo,RC0805FR-07221RP,Panasonic,ERJ-U06F2210V,Koa-Speer,RK73H2ATTDD2210F
226R,"Res, 226R Ohm, 221R, 125mW, R0805",Yageo,RC0805FR-07226RP,Panasonic,ERJ-U06F2260V,Koa-Speer,RK73H2ATTDD2260F
232R,"Res, 232R Ohm, 226R, 125mW, R0805",Yageo,RC0805FR-07232RP,Panasonic,ERJ-U06F2320V,Koa-Speer,RK73H2ATTDD2320F
237R,"Res, 237R Ohm, 232R, 125mW, R0805",Yageo,RC0805FR-07237RP,Panasonic,ERJ-U06F2370V,Koa-Speer,RK73H2ATTDD2370F
243R,"Res, 243R Ohm, 237R, 125mW, R0805",Yageo,RC0805FR-07243RP,Panasonic,ERJ-U06F2430V,Koa-Speer,RK73H2ATTDD2430F
249R,"Res, 249R Ohm, 243R, 125mW, R0805",Yageo,RC0805FR-07249RP,Panasonic,ERJ-U06F2490V,Koa-Speer,RK73H2ATTDD2490F
255R,"Res, 255R Ohm, 249R, 125mW, R0805",Yageo,RC0805FR-07255RP,Panasonic,ERJ-U06F2550V,Koa-Speer,RK73H2ATTDD2550F
261R,"Res, 261R Ohm, 255R, 125mW, R0805",Yageo,RC0805FR-07261RP,Panasonic,ERJ-U06F2610V,Koa-Speer,RK73H2ATTDD2610F
267R,"Res, 267R Ohm, 261R, 125mW, R0805",Yageo,RC0805FR-07267RP,Panasonic,ERJ-U06F2670V,Koa-Speer,RK73H2ATTDD2670F
274R,"Res, 274R Ohm, 267R, 125mW, R0805",Yageo,RC0805FR-07274RP,Panasonic,ERJ-U06F2740V,Koa-Speer,RK73H2ATTDD2740F
280R,"Res, 280R Ohm, 274R, 125mW, R0805",Yageo,RC0805FR-07280RP,Panasonic,ERJ-U06F2800V,Koa-Speer,RK73H2ATTDD2800F
287R,"Res, 287R Ohm, 280R, 125mW, R0805",Yageo,RC0805FR-07287RP,Panasonic,ERJ-U06F2870V,Koa-Speer,RK73H2ATTDD2870F
294R,"Res, 294R Ohm, 287R, 125mW, R0805",Yageo,RC0805FR-07294RP,Panasonic,ERJ-U06F2940V,Koa-Speer,RK73H2ATTDD2940F
301R,"Res, 301R Ohm, 294R, 125mW, R0805",Yageo,RC0805FR-07301RP,Panasonic,ERJ-U06F3010V,Koa-Speer,RK73H2ATTDD3010F
309R,"Res, 309R Ohm, 301R, 125mW, R0805",Yageo,RC0805FR-07309RP,Panasonic,ERJ-U06F3090V,Koa-Speer,RK73H2ATTDD3090F
316R,"Res, 316R Ohm, 309R, 125mW, R0805",Yageo,RC0805FR-07316RP,Panasonic,ERJ-U06F3160V,Koa-Speer,RK73H2ATTDD3160F
324R,"Res, 324R Ohm, 316R, 125mW, R0805",Yageo,RC0805FR-07324RP,Panasonic,ERJ-U06F3240V,Koa-Speer,RK73H2ATTDD3240F
332R,"Res, 332R Ohm, 324R, 125mW, R0805",Yageo,RC0805FR-07332RP,Panasonic,ERJ-U06F3320V,Koa-Speer,RK73H2ATTDD3320F
340R,"Res, 340R Ohm, 332R, 125mW, R0805",Yageo,RC0805FR-07340RP,Panasonic,ERJ-U06F3400V,Koa-Speer,RK73H2ATTDD3400F
348R,"Res, 348R Ohm, 340R, 125mW, R0805",Yageo,RC0805FR-07348RP,Panasonic,ERJ-U06F3480V,Koa-Speer,RK73H2ATTDD3480F
357R,"Res, 357R Ohm, 348R, 125mW, R0805",Yageo,RC0805FR-07357RP,Panasonic,ERJ-U06F3570V,Koa-Speer,RK73H2ATTDD3570F
365R,"Res, 365R Ohm, 357R, 125mW, R0805",Yageo,RC0805FR-07365RP,Panasonic,ERJ-U06F3650V,Koa-Speer,RK73H2ATTDD3650F
374R,"Res, 374R Ohm, 365R, 125mW, R0805",Yageo,RC0805FR-07374RP,Panasonic,ERJ-U06F3740V,Koa-Speer,RK73H2ATTDD3740F
383R,"Res, 383R Ohm, 374R, 125mW, R0805",Yageo,RC0805FR-07383RP,Panasonic,ERJ-U06F3830V,Koa-Speer,RK73H2ATTDD3830F
392R,"Res, 392R Ohm, 383R, 125mW, R0805",Yageo,RC0805FR-07392RP,Panasonic,ERJ-U06F3920V,Koa-Speer,RK73H2ATTDD3920F
402R,"Res, 402R Ohm, 392R, 125mW, R0805",Yageo,RC0805FR-07402RP,Panasonic,ERJ-U06F4020V,Koa-Speer,RK73H2ATTDD4020F
412R,"Res, 412R Ohm, 402R, 125mW, R0805",Yageo,RC0805FR-07412RP,Panasonic,ERJ-U06F4120V,Koa-Speer,RK73H2ATTDD4120F
422R,"Res, 422R Ohm, 412R, 125mW, R0805",Yageo,RC0805FR-07422RP,Panasonic,ERJ-U06F4220V,Koa-Speer,RK73H2ATTDD4220F
432R,"Res, 432R Ohm, 422R, 125mW, R0805",Yageo,RC0805FR-07432RP,Panasonic,ERJ-U06F4320V,Koa-Speer,RK73H2ATTDD4320F
442R,"Res, 442R Ohm, 432R, 125mW, R0805",Yageo,RC0805FR-07442RP,Panasonic,ERJ-U06F4420V,Koa-Speer,RK73H2ATTDD4420F
453R,"Res, 453R Ohm, 442R, 125mW, R0805",Yageo,RC0805FR-07453RP,Panasonic,ERJ-U06F4530V,Koa-Speer,RK73H2ATTDD4530F
464R,"Res, 464R Ohm, 453R, 125mW, R0805",Yageo,RC0805FR-07464RP,Panasonic,ERJ-U06F4640V,Koa-Speer,RK73H2ATTDD4640F
475R,"Res, 475R Ohm, 464R, 125mW, R0805",Yageo,RC0805FR-07475RP,Panasonic,ERJ-U06F4750V,Koa-Speer,RK73H2ATTDD4750F
487R,"Res, 487R Ohm, 475R, 125mW, R0805",Yageo,RC0805FR-07487RP,Panasonic,ERJ-U06F4870V,Koa-Speer,RK73H2ATTDD4870F
499R,"Res, 499R Ohm, 487R, 125mW, R0805",Yageo,RC0805FR-07499RP,Panasonic,ERJ-U06F4990V,Koa-Speer,RK73H2ATTDD4990F
511R,"Res, 511R Ohm, 499R, 125mW, R0805",Yageo,RC0805FR-07511RP,Panasonic,ERJ-U06F5110V,Koa-Speer,RK73H2ATTDD5110F
523R,"Res, 523R Ohm, 511R, 125mW, R0805",Yageo,RC0805FR-07523RP,Panasonic,ERJ-U06F5230V,Koa-Speer,RK73H2ATTDD5230F
536R,"Res, 536R Ohm, 523R, 125mW, R0805",Yageo,RC0805FR-07536RP,Panasonic,ERJ-U06F5360V,Koa-Speer,RK73H2ATTDD5360F
549R,"Res, 549R Ohm, 536R, 125mW, R0805",Yageo,RC0805FR-07549RP,Panasonic,ERJ-U06F5490V,Koa-Speer,RK73H2ATTDD5490F
562R,"Res, 562R Ohm, 549R, 125mW, R0805",Yageo,RC0805FR-07562RP,Panasonic,ERJ-U06F5620V,Koa-Speer,RK73H2ATTDD5620F
576R,"Res, 576R Ohm, 562R, 125mW, R0805",Yageo,RC0805FR-07576RP,Panasonic,ERJ-U06F5760V,Koa-Speer,RK73H2ATTDD5760F
590R,"Res, 590R Ohm, 576R, 125mW, R0805",Yageo,RC0805FR-07590RP,Panasonic,ERJ-U06F5900V,Koa-Speer,RK73H2ATTDD5900F
604R,"Res, 604R Ohm, 590R, 125mW, R0805",Yageo,RC0805FR-07604RP,Panasonic,ERJ-U06F6040V,Koa-Speer,RK73H2ATTDD6040F
619R,"Res, 619R Ohm, 604R, 125mW, R0805",Yageo,RC0805FR-07619RP,Panasonic,ERJ-U06F6190V,Koa-Speer,RK73H2ATTDD6190F
634R,"Res, 634R Ohm, 619R, 125mW, R0805",Yageo,RC0805FR-07634RP,Panasonic,ERJ-U06F6340V,Koa-Speer,RK73H2ATTDD6340F
649R,"Res, 649R Ohm, 634R, 125mW, R0805",Yageo,RC0805FR-07649RP,Panasonic,ERJ-U06F6490V,Koa-Speer,RK73H2ATTDD6490F
665R,"Res, 665R Ohm, 649R, 125mW, R0805",Yageo,RC0805FR-07665RP,Panasonic,ERJ-U06F6650V,Koa-Speer,RK73H2ATTDD6650F
681R,"Res, 681R Ohm, 665R, 125mW, R0805",Yageo,RC0805FR-07681RP,Panasonic,ERJ-U06F6810V,Koa-Speer,RK73H2ATTDD6810F
698R,"Res, 698R Ohm, 681R, 125mW, R0805",Yageo,RC0805FR-07698RP,Panasonic,ERJ-U06F6980V,Koa-Speer,RK73H2ATTDD6980F
715R,"Res, 715R Ohm, 698R, 125mW, R0805",Yageo,RC0805FR-07715RP,Panasonic,ERJ-U06F7150V,Koa-Speer,RK73H2ATTDD7150F
732R,"Res, 732R Ohm, 715R, 125mW, R0805",Yageo,RC0805FR-07732RP,Panasonic,ERJ-U06F7320V,Koa-Speer,RK73H2ATTDD7320F
750R,"Res, 750R Ohm, 732R, 125mW, R0805",Yageo,RC0805FR-07750RP,Panasonic,ERJ-U06F7500V,Koa-Speer,RK73H2ATTDD7500F
768R,"Res, 768R Ohm, 750R, 125mW, R0805",Yageo,RC0805FR-07768RP,Panasonic,ERJ-U06F7680V,Koa-Speer,RK73H2ATTDD7680F
787R,"Res, 787R Ohm, 768R, 125mW, R0805",Yageo,RC0805FR-07787RP,Panasonic,ERJ-U06F7870V,Koa-Speer,RK73H2ATTDD7870F
806R,"Res, 806R Ohm, 787R, 125mW, R0805",Yageo,RC0805FR-07806RP,Panasonic,ERJ-U06F8060V,Koa-Speer,RK73H2ATTDD8060F
825R,"Res, 825R Ohm, 806R, 125mW, R0805",Yageo,RC0805FR-07825RP,Panasonic,ERJ-U06F8250V,Koa-Speer,RK73H2ATTDD8250F
845R,"Res, 845R Ohm, 825R, 125mW, R0805",Yageo,RC0805FR-07845RP,Panasonic,ERJ-U06F8450V,Koa-Speer,RK73H2ATTDD8450F
866R,"Res, 866R Ohm, 845R, 125mW, R0805",Yageo,RC0805FR-07866RP,Panasonic,ERJ-U06F8660V,Koa-Speer,RK73H2ATTDD8660F
887R,"Res, 887R Ohm, 866R, 125mW, R0805",Yageo,RC0805FR-07887RP,Panasonic,ERJ-U06F8870V,Koa-Speer,RK73H2ATTDD8870F
909R,"Res, 909R Ohm, 887R, 125mW, R0805",Yageo,RC0805FR-07909RP,Panasonic,ERJ-U06F9090V,Koa-Speer,RK73H2ATTDD9090F
931R,"Res, 931R Ohm, 909R, 125mW, R0805",Yageo,RC0805FR-07931RP,Panasonic,ERJ-U06F9310V,Koa-Speer,RK73H2ATTDD9310F
953R,"Res, 953R Ohm, 931R, 125mW, R0805",Yageo,RC0805FR-07953RP,Panasonic,ERJ-U06F9530V,Koa-Speer,RK73H2ATTDD9530F
976R,"Res, 976R Ohm, 953R, 125mW, R0805",Yageo,RC0805FR-07976RP,Panasonic,ERJ-U06F9760V,Koa-Speer,RK73H2ATTDD9760F
1K,"Res, 1K Ohm, 976R, 125mW, R0805",Yageo,RC0805FR-071KP,Panasonic,ERJ-U06F1001V,Koa-Speer,RK73H2ATTDD1001F
1K02,"Res, 1K02 Ohm, 1K, 125mW, R0805",Yageo,RC0805FR-071K02P,Panasonic,ERJ-U06F1021V,Koa-Speer,RK73H2ATTDD1021F
1K05,"Res, 1K05 Ohm, 1K02, 125mW, R0805",Yageo,RC0805FR-071K05P,Panasonic,ERJ-U06F1051V,Koa-Speer,RK73H2ATTDD1051F
1K07,"Res, 1K07 Ohm, 1K05, 125mW, R0805",Yageo,RC0805FR-071K07P,Panasonic,ERJ-U06F1071V,Koa-Speer,RK73H2ATTDD1071F
1K1,"Res, 1K1 Ohm, 1K07, 125mW, R0805",Yageo,RC0805FR-071K1P,Panasonic,ERJ-U06F1101V,Koa-Speer,RK73H2ATTDD1101F
1K13,"Res, 1K13 Ohm, 1K1, 125mW, R0805",Yageo,RC0805FR-071K13P,Panasonic,ERJ-U06F1131V,Koa-Speer,RK73H2ATTDD1131F
1K15,"Res, 1K15 Ohm, 1K13, 125mW, R0805",Yageo,RC0805FR-071K15P,Panasonic,ERJ-U06F1151V,Koa-Speer,RK73H2ATTDD1151F
1K18,"Res, 1K18 Ohm, 1K15, 125mW, R0805",Yageo,RC0805FR-071K18P,Panasonic,ERJ-U06F1181V,Koa-Speer,RK73H2ATTDD1181F
1K21,"Res, 1K21 Ohm, 1K18, 125mW, R0805",Yageo,RC0805FR-071K21P,Panasonic,ERJ-U06F1211V,Koa-Speer,RK73H2ATTDD1211F
1K24,"Res, 1K24 Ohm, 1K21, 125mW, R0805",Yageo,RC0805FR-071K24P,Panasonic,ERJ-U06F1241V,Koa-Speer,RK73H2ATTDD1241F
1K27,"Res, 1K27 Ohm, 1K24, 125mW, R0805",Yageo,RC0805FR-071K27P,Panasonic,ERJ-U06F1271V,Koa-Speer,RK73H2ATTDD1271F
1K3,"Res, 1K3 Ohm, 1K27, 125mW, R0805",Yageo,RC0805FR-071K3P,Panasonic,ERJ-U06F1301V,Koa-Speer,RK73H2ATTDD1301F
1K33,"Res, 1K33 Ohm, 1K3, 125mW, R0805",Yageo,RC0805FR-071K33P,Panasonic,ERJ-U06F1331V,Koa-Speer,RK73H2ATTDD1331F
1K37,"Res, 1K37 Ohm, 1K33, 125mW, R0805",Yageo,RC0805FR-071K37P,Panasonic,ERJ-U06F1371V,Koa-Speer,RK73H2ATTDD1371F
1K4,"Res, 1K4 Ohm, 1K37, 125mW, R0805",Yageo,RC0805FR-071K4P,Panasonic,ERJ-U06F1401V,Koa-Speer,RK73H2ATTDD1401F
1K43,"Res, 1K43 Ohm, 1K4, 125mW, R0805",Yageo,RC0805FR-071K43P,Panasonic,ERJ-U06F1431V,Koa-Speer,RK73H2ATTDD1431F
1K47,"Res, 1K47 Ohm, 1K43, 125mW, R0805",Yageo,RC0805FR-071K47P,Panasonic,ERJ-U06F1471V,Koa-Speer,RK73H2ATTDD1471F
1K5,"Res, 1K5 Ohm, 1K47, 125mW, R0805",Yageo,RC0805FR-071K5P,Panasonic,ERJ-U06F1501V,Koa-Speer,RK73H2ATTDD1501F
1K54,"Res, 1K54 Ohm, 1K5, 125mW, R0805",Yageo,RC0805FR-071K54P,Panasonic,ERJ-U06F1541V,Koa-Speer,RK73H2ATTDD1541F
1K58,"Res, 1K58 Ohm, 1K54, 125mW, R0805",Yageo,RC0805FR-071K58P,Panasonic,ERJ-U06F1581V,Koa-Speer,RK73H2ATTDD1581F
1K62,"Res, 1K62 Ohm, 1K58, 125mW, R0805",Yageo,RC0805FR-071K62P,Panasonic,ERJ-U06F1621V,Koa-Speer,RK73H2ATTDD1621F
1K65,"Res, 1K65 Ohm, 1K62, 125mW, R0805",Yageo,RC0805FR-071K65P,Panasonic,ERJ-U06F1651V,Koa-Speer,RK73H2ATTDD1651F
1K69,"Res, 1K69 Ohm, 1K65, 125mW, R0805",Yageo,RC0805FR-071K69P,Panasonic,ERJ-U06F1691V,Koa-Speer,RK73H2ATTDD1691F
