1.00%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
36R5,"Res, 36R5 Ohm, 35R7, 62.5mW, R0402",Yageo,RC0402FR-0736R5L,Panasonic,ERJ-U02F36R5X,Koa-Speer,RK73H1ETTP36R5F
37R4,"Res, 37R4 Ohm, 36R5, 62.5mW, R0402",Yageo,RC0402FR-0737R4L,Panasonic,ERJ-U02F37R4X,Koa-Speer,RK73H1ETTP37R4F
38R3,"Res, 38R3 Ohm, 37R4, 62.5mW, R0402",Yageo,RC0402FR-0738R3L,Panasonic,ERJ-U02F38R3X,Koa-Speer,RK73H1ETTP38R3F
39R2,"Res, 39R2 Ohm, 38R3, 62.5mW, R0402",Yageo,RC0402FR-0739R2L,Panasonic,ERJ-U02F39R2X,Koa-Speer,RK73H1ETTP39R2F
40R2,"Res, 40R2 Ohm, 39R2, 62.5mW, R0402",Yageo,RC0402FR-0740R2L,Panasonic,ERJ-U02F40R2X,Koa-Speer,RK73H1ETTP40R2F
41R2,"Res, 41R2 Ohm, 40R2, 62.5mW, R0402",Yageo,RC0402FR-0741R2L,Panasonic,ERJ-U02F41R2X,Koa-Speer,RK73H1ETTP41R2F
42R2,"Res, 42R2 Ohm, 41R2, 62.5mW, R0402",Yageo,RC0402FR-0742R2L,Panasonic,ERJ-U02F42R2X,Koa-Speer,RK73H1ETTP42R2F
43R2,"Res, 43R2 Ohm, 42R2, 62.5mW, R0402",Yageo,RC0402FR-0743R2L,Panasonic,ERJ-U02F43R2X,Koa-Speer,RK73H1ETTP43R2F
44R2,"Res, 44R2 Ohm, 43R2, 62.5mW, R0402",Yageo,RC0402FR-0744R2L,Panasonic,ERJ-U02F44R2X,Koa-Speer,RK73H1ETTP44R2F
45R3,"Res, 45R3 Ohm, 44R2, 62.5mW, R0402",Yageo,RC0402FR-0745R3L,Panasonic,ERJ-U02F45R3X,Koa-Speer,RK73H1ETTP45R3F
46R4,"Res, 46R4 Ohm, 45R3, 62.5mW, R0402",Yageo,RC0402FR-0746R4L,Panasonic,ERJ-U02F46R4X,Koa-Speer,RK73H1ETTP46R4F
47R5,"Res, 47R5 Ohm, 46R4, 62.5mW, R0402",Yageo,RC0402FR-0747R5L,Panasonic,ERJ-U02F47R5X,Koa-Speer,RK73H1ETTP47R5F
48R7,"Res, 48R7 Ohm, 47R5, 62.5mW, R0402",Yageo,RC0402FR-0748R7L,Panasonic,ERJ-U02F48R7X,Koa-Speer,RK73H1ETTP48R7F
49R9,"Res, 49R9 Ohm, 48R7, 62.5mW, R0402",Yageo,RC0402FR-0749R9L,Panasonic,ERJ-U02F49R9X,Koa-Speer,RK73H1ETTP49R9F
51R1,"Res, 51R1 Ohm, 49R9, 62.5mW, R0402",Yageo,RC0402FR-0751R1L,Panasonic,ERJ-U02F51R1X,Koa-Speer,RK73H1ETTP51R1F
52R3,"Res, 52R3 Ohm, 51R1, 62.5mW, R0402",Yageo,RC0402FR-0752R3L,Panasonic,ERJ-U02F52R3X,Koa-Speer,RK73H1ETTP52R3F
53R6,"Res, 53R6 Ohm, 52R3, 62.5mW, R0402",Yageo,RC0402FR-0753R6L,Panasonic,ERJ-U02F53R6X,Koa-Speer,RK73H1ETTP53R6F
54R9,"Res, 54R9 Ohm, 53R6, 62.5mW, R0402",Yageo,RC0402FR-0754R9L,Panasonic,ERJ-U02F54R9X,Koa-Speer,RK73H1ETTP54R9F
56R2,"Res, 56R2 Ohm, 54R9, 62.5mW, R0402",Yageo,RC0402FR-0756R2L,Panasonic,ERJ-U02F56R2X,Koa-Speer,RK73H1ETTP56R2F
57R6,"Res, 57R6 Ohm, 56R2, 62.5mW, R0402",Yageo,RC0402FR-0757R6L,Panasonic,ERJ-U02F57R6X,Koa-Speer,RK73H1ETTP57R6F
59R,"Res, 59R Ohm, 57R6, 62.5mW, R0402",Yageo,RC0402FR-0759RL,Panasonic,ERJ-U02F59R0X,Koa-Speer,RK73H1ETTP59R0F
60R4,"Res, 60R4 Ohm, 59R, 62.5mW, R0402",Yageo,RC0402FR-0760R4L,Panasonic,ERJ-U02F60R4X,Koa-Speer,RK73H1ETTP60R4F
61R9,"Res, 61R9 Ohm, 60R4, 62.5mW, R0402",Yageo,RC0402FR-0761R9L,Panasonic,ERJ-U02F61R9X,Koa-Speer,RK73H1ETTP61R9F
63R4,"Res, 63R4 Ohm, 61R9, 62.5mW, R0402",Yageo,RC0402FR-0763R4L,Panasonic,ERJ-U02F63R4X,Koa-Speer,RK73H1ETTP63R4F
64R9,"Res, 64R9 Ohm, 63R4, 62.5mW, R0402",Yageo,RC0402FR-0764R9L,Panasonic,ERJ-U02F64R9X,Koa-Speer,RK73H1ETTP64R9F
66R5,"Res, 66R5 Ohm, 64R9, 62.5mW, R0402",Yageo,RC0402FR-0766R5L,Panasonic,ERJ-U02F66R5X,Koa-Speer,RK73H1ETTP66R5F
68R1,"Res, 68R1 Ohm, 66R5, 62.5mW, R0402",Yageo,RC0402FR-0768R1L,Panasonic,ERJ-U02F68R1X,Koa-Speer,RK73H1ETTP68R1F
69R8,"Res, 69R8 Ohm, 68R1, 62.5mW, R0402",Yageo,RC0402FR-0769R8L,Panasonic,ERJ-U02F69R8X,Koa-Speer,RK73H1ETTP69R8F
71R5,"Res, 71R5 Ohm, 69R8, 62.5mW, R0402",Yageo,RC0402FR-0771R5L,Panasonic,ERJ-U02F71R5X,Koa-Speer,RK73H1ETTP71R5F
73R2,"Res, 73R2 Ohm, 71R5, 62.5mW, R0402",Yageo,RC0402FR-0773R2L,Panasonic,ERJ-U02F73R2X,Koa-Speer,RK73H1ETTP73R2F
75R,"Res, 75R Ohm, 73R2, 62.5mW, R0402",Yageo,RC0402FR-0775RL,Panasonic,ERJ-U02F75R0X,Koa-Speer,RK73H1ETTP75R0F
76R8,"Res, 76R8 Ohm, 75R, 62.5mW, R0402",Yageo,RC0402FR-0776R8L,Panasonic,ERJ-U02F76R8X,Koa-Speer,RK73H1ETTP76R8F
78R7,"Res, 78R7 Ohm, 76R8, 62.5mW, R0402",Yageo,RC0402FR-0778R7L,Panasonic,ERJ-U02F78R7X,Koa-Speer,RK73H1ETTP78R7F
80R6,"Res, 80R6 Ohm, 78R7, 62.5mW, R0402",Yageo,RC0402FR-0780R6L,Panasonic,ERJ-U02F80R6X,Koa-Speer,RK73H1ETTP80R6F
82R5,"Res, 82R5 Ohm, 80R6, 62.5mW, R0402",Yageo,RC0402FR-0782R5L,Panasonic,ERJ-U02F82R5X,Koa-Speer,RK73H1ETTP82R5F
84R5,"Res, 84R5 Ohm, 82R5, 62.5mW, R0402",Yageo,RC0402FR-0784R5L,Panasonic,ERJ-U02F84R5X,Koa-Speer,RK73H1ETTP84R5F
86R6,"Res, 86R6 Ohm, 84R5, 62.5mW, R0402",Yageo,RC0402FR-0786R6L,Panasonic,ERJ-U02F86R6X,Koa-Speer,RK73H1ETTP86R6F
88R7,"Res, 88R7 Ohm, 86R6, 62.5mW, R0402",Yageo,RC0402FR-0788R7L,Panasonic,ERJ-U02F88R7X,Koa-Speer,RK73H1ETTP88R7F
90R9,"Res, 90R9 Ohm, 88R7, 62.5mW, R0402",Yageo,RC0402FR-0790R9L,Panasonic,ERJ-U02F90R9X,Koa-Speer,RK73H1ETTP90R9F
93R1,"Res, 93R1 Ohm, 90R9, 62.5mW, R0402",Yageo,RC0402FR-0793R1L,Panasonic,ERJ-U02F93R1X,Koa-Speer,RK73H1ETTP93R1F
95R3,"Res, 95R3 Ohm, 93R1, 62.5mW, R0402",Yageo,RC0402FR-0795R3L,Panasonic,ERJ-U02F95R3X,Koa-Speer,RK73H1ETTP95R3F
97R6,"Res, 97R6 Ohm, 95R3, 62.5mW, R0402",Yageo,RC0402FR-0797R6L,Panasonic,ERJ-U02F97R6X,Koa-Speer,RK73H1ETTP97R6F
100R,"Res, 100R Ohm, 97R6, 62.5mW, R0402",Yageo,RC0402FR-07100RL,Panasonic,ERJ-U02F1000X,Koa-Speer,RK73H1ETTP1000F
102R,"Res, 102R Ohm, 100R, 62.5mW, R0402",Yageo,RC0402FR-07102RL,Panasonic,ERJ-U02F1020X,Koa-Speer,RK73H1ETTP1020F
105R,"Res, 105R Ohm, 102R, 62.5mW, R0402",Yageo,RC0402FR-07105RL,Panasonic,ERJ-U02F1050X,Koa-Speer,RK73H1ETTP1050F
107R,"Res, 107R Ohm, 105R, 62.5mW, R0402",Yageo,RC0402FR-07107RL,Panasonic,ERJ-U02F1070X,Koa-Speer,RK73H1ETTP1070F
110R,"Res, 110R Ohm, 107R, 62.5mW, R0402",Yageo,RC0402FR-07110RL,Panasonic,ERJ-U02F1100X,Koa-Speer,RK73H1ETTP1100F
113R,"Res, 113R Ohm, 110R, 62.5mW, R0402",Yageo,RC0402FR-07113RL,Panasonic,ERJ-U02F1130X,Koa-Speer,RK73H1ETTP1130F
115R,"Res, 115R Ohm, 113R, 62.5mW, R0402",Yageo,RC0402FR-07115RL,Panasonic,ERJ-U02F1150X,Koa-Speer,RK73H1ETTP1150F
118R,"Res, 118R Ohm, 115R, 62.5mW, R0402",Yageo,RC0402FR-07118RL,Panasonic,ERJ-U02F1180X,Koa-Speer,RK73H1ETTP1180F
121R,"Res, 121R Ohm, 118R, 62.5mW, R0402",Yageo,RC0402FR-07121RL,Panasonic,ERJ-U02F1210X,Koa-Speer,RK73H1ETTP1210F
124R,"Res, 124R Ohm, 121R, 62.5mW, R0402",Yageo,RC0402FR-07124RL,Panasonic,ERJ-U02F1240X,Koa-Speer,RK73H1ETTP1240F
127R,"Res, 127R Ohm, 124R, 62.5mW, R0402",Yageo,RC0402FR-07127RL,Panasonic,ERJ-U02F1270X,Koa-Speer,RK73H1ETTP1270F
130R,"Res, 130R Ohm, 127R, 62.5mW, R0402",Yageo,RC0402FR-07130RL,Panasonic,ERJ-U02F1300X,Koa-Speer,RK73H1ETTP1300F
133R,"Res, 133R Ohm, 130R, 62.5mW, R0402",Yageo,RC0402FR-07133RL,Panasonic,ERJ-U02F1330X,Koa-Speer,RK73H1ETTP1330F
137R,"Res, 137R Ohm, 133R, 62.5mW, R0402",Yageo,RC0402FR-07137RL,Panasonic,ERJ-U02F1370X,Koa-Speer,RK73H1ETTP1370F
140R,"Res, 140R Ohm, 137R, 62.5mW, R0402",Yageo,RC0402FR-07140RL,Panasonic,ERJ-U02F1400X,Koa-Speer,RK73H1ETTP1400F
143R,"Res, 143R Ohm, 140R, 62.5mW, R0402",Yageo,RC0402FR-07143RL,Panasonic,ERJ-U02F1430X,Koa-Speer,RK73H1ETTP1430F
147R,"Res, 147R Ohm, 143R, 62.5mW, R0402",Yageo,RC0402FR-07147RL,Panasonic,ERJ-U02F1470X,Koa-Speer,RK73H1ETTP1470F
150R,"Res, 150R Ohm, 147R, 62.5mW, R0402",Yageo,RC0402FR-07150RL,Panasonic,ERJ-U02F1500X,Koa-Speer,RK73H1ETTP1500F
154R,"Res, 154R Ohm, 150R, 62.5mW, R0402",Yageo,RC0402FR-07154RL,Panasonic,ERJ-U02F1540X,Koa-Speer,RK73H1ETTP1540F
158R,"Res, 158R Ohm, 154R, 62.5mW, R0402",Yageo,RC0402FR-07158RL,Panasonic,ERJ-U02F1580X,Koa-Speer,RK73H1ETTP1580F
162R,"Res, 162R Ohm, 158R, 62.5mW, R0402",Yageo,RC0402FR-07162RL,Panasonic,ERJ-U02F1620X,Koa-Speer,RK73H1ETTP1620F
165R,"Res, 165R Ohm, 162R, 62.5mW, R0402",Yageo,RC0402FR-07165RL,Panasonic,ERJ-U02F1650X,Koa-Speer,RK73H1ETTP1650F
169R,"Res, 169R Ohm, 165R, 62.5mW, R0402",Yageo,RC0402FR-07169RL,Panasonic,ERJ-U02F1690X,Koa-Speer,RK73H1ETTP1690F
174R,"Res, 174R Ohm, 169R, 62.5mW, R0402",Yageo,RC0402FR-07174RL,Panasonic,ERJ-U02F1740X,Koa-Speer,RK73H1ETTP1740F
178R,"Res, 178R Ohm, 174R, 62.5mW, R0402",Yageo,RC0402FR-07178RL,Panasonic,ERJ-U02F1780X,Koa-Speer,RK73H1ETTP1780F
182R,"Res, 182R Ohm, 178R, 62.5mW, R0402",Yageo,RC0402FR-07182RL,Panasonic,ERJ-U02F1820X,Koa-Speer,RK73H1ETTP1820F
187R,"Res, 187R Ohm, 182R, 62.5mW, R0402",Yageo,RC0402FR-07187RL,Panasonic,ERJ-U02F1870X,Koa-Speer,RK73H1ETTP1870F
191R,"Res, 191R Ohm, 187R, 62.5mW, R0402",Yageo,RC0402FR-07191RL,Panasonic,ERJ-U02F1910X,Koa-Speer,RK73H1ETTP1910F
196R,"Res, 196R Ohm, 191R, 62.5mW, R0402",Yageo,RC0402FR-07196RL,Panasonic,ERJ-U02F1960X,Koa-Speer,RK73H1ETTP1960F
200R,"Res, 200R Ohm, 196R, 62.5mW, R0402",Yageo,RC0402FR-07200RL,Panasonic,ERJ-U02F2000X,Koa-Speer,RK73H1ETTP2000F
205R,"Res, 205R Ohm, 200R, 62.5mW, R0402",Yageo,RC0402FR-07205RL,Panasonic,ERJ-U02F2050X,Koa-Speer,RK73H1ETTP2050F
210R,"Res, 210R Ohm, 205R, 62.5mW, R0402",Yageo,RC0402FR-07210RL,Panasonic,ERJ-U02F2100X,Koa-Speer,RK73H1ETTP2100F
215R,"Res, 215R Ohm, 210R, 62.5mW, R0402",Yageo,RC0402FR-07215RL,Panasonic,ERJ-U02F2150X,Koa-Speer,RK73H1ETTP2150F
221R,"Res, 221R Ohm, 215R, 62.5mW, R0402",Yageo,RC0402FR-07221RL,Panasonic,ERJ-U02F2210X,Koa-Speer,RK73H1ETTP2210F
226R,"Res, 226R Ohm, 221R, 62.5mW, R0402",Yageo,RC0402FR-07226RL,Panasonic,ERJ-U02F2260X,Koa-Speer,RK73H1ETTP2260F
232R,"Res, 232R Ohm, 226R, 62.5mW, R0402",Yageo,RC0402FR-07232RL,Panasonic,ERJ-U02F2320X,Koa-Speer,RK73H1ETTP2320F
237R,"Res, 237R Ohm, 232R, 62.5mW, R0402",Yageo,RC0402FR-07237RL,Panasonic,ERJ-U02F2370X,Koa-Speer,RK73H1ETTP2370F
243R,"Res, 243R Ohm, 237R, 62.5mW, R0402",Yageo,RC0402FR-07243RL,Panasonic,ERJ-U02F2430X,Koa-Speer,RK73H1ETTP2430F
249R,"Res, 249R Ohm, 243R, 62.5mW, R0402",Yageo,RC0402FR-07249RL,Panasonic,ERJ-U02F2490X,Koa-Speer,RK73H1ETTP2490F
255R,"Res, 255R Ohm, 249R, 62.5mW, R0402",Yageo,RC0402FR-07255RL,Panasonic,ERJ-U02F2550X,Koa-Speer,RK73H1ETTP2550F
261R,"Res, 261R Ohm, 255R, 62.5mW, R0402",Yageo,RC0402FR-07261RL,Panasonic,ERJ-U02F2610X,Koa-Speer,RK73H1ETTP2610F
267R,"Res, 267R Ohm, 261R, 62.5mW, R0402",Yageo,RC0402FR-07267RL,Panasonic,ERJ-U02F2670X,Koa-Speer,RK73H1ETTP2670F
274R,"Res, 274R Ohm, 267R, 62.5mW, R0402",Yageo,RC0402FR-07274RL,Panasonic,ERJ-U02F2740X,Koa-Speer,RK73H1ETTP2740F
280R,"Res, 280R Ohm, 274R, 62.5mW, R0402",Yageo,RC0402FR-07280RL,Panasonic,ERJ-U02F2800X,Koa-Speer,RK73H1ETTP2800F
287R,"Res, 287R Ohm, 280R, 62.5mW, R0402",Yageo,RC0402FR-07287RL,Panasonic,ERJ-U02F2870X,Koa-Speer,RK73H1ETTP2870F
294R,"Res, 294R Ohm, 287R, 62.5mW, R0402",Yageo,RC0402FR-07294RL,Panasonic,ERJ-U02F2940X,Koa-Speer,RK73H1ETTP2940F
301R,"Res, 301R Ohm, 294R, 62.5mW, R0402",Yageo,RC0402FR-07301RL,Panasonic,ERJ-U02F3010X,Koa-Speer,RK73H1ETTP3010F
309R,"Res, 309R Ohm, 301R, 62.5mW, R0402",Yageo,RC0402FR-07309RL,Panasonic,ERJ-U02F3090X,Koa-Speer,RK73H1ETTP3090F
316R,"Res, 316R Ohm, 309R, 62.5mW, R0402",Yageo,RC0402FR-07316RL,Panasonic,ERJ-U02F3160X,Koa-Speer,RK73H1ETTP3160F
324R,"Res, 324R Ohm, 316R, 62.5mW, R0402",Yageo,RC0402FR-07324RL,Panasonic,ERJ-U02F3240X,Koa-Speer,RK73H1ETTP3240F
332R,"Res, 332R Ohm, 324R, 62.5mW, R0402",Yageo,RC0402FR-07332RL,Panasonic,ERJ-U02F3320X,Koa-Speer,RK73H1ETTP3320F
340R,"Res, 340R Ohm, 332R, 62.5mW, R0402",Yageo,RC0402FR-07340RL,Panasonic,ERJ-U02F3400X,Koa-Speer,RK73H1ETTP3400F
348R,"Res, 348R Ohm, 340R, 62.5mW, R0402",Yageo,RC0402FR-07348RL,Panasonic,ERJ-U02F3480X,Koa-Speer,RK73H1ETTP3480F
357R,"Res, 357R Ohm, 348R, 62.5mW, R0402",Yageo,RC0402FR-07357RL,Panasonic,ERJ-U02F3570X,Koa-Speer,RK73H1ETTP3570F
365R,"Res, 365R Ohm, 357R, 62.5mW, R0402",Yageo,RC0402FR-07365RL,Panasonic,ERJ-U02F3650X,Koa-Speer,RK73H1ETTP3650F
374R,"Res, 374R Ohm, 365R, 62.5mW, R0402",Yageo,RC0402FR-07374RL,Panasonic,ERJ-U02F3740X,Koa-Speer,RK73H1ETTP3740F
383R,"Res, 383R Ohm, 374R, 62.5mW, R0402",Yageo,RC0402FR-07383RL,Panasonic,ERJ-U02F3830X,Koa-Speer,RK73H1ETTP3830F
392R,"Res, 392R Ohm, 383R, 62.5mW, R0402",Yageo,RC0402FR-07392RL,Panasonic,ERJ-U02F3920X,Koa-Speer,RK73H1ETTP3920F
402R,"Res, 402R Ohm, 392R, 62.5mW, R0402",Yageo,RC0402FR-07402RL,Panasonic,ERJ-U02F4020X,Koa-Speer,RK73H1ETTP4020F
412R,"Res, 412R Ohm, 402R, 62.5mW, R0402",Yageo,RC0402FR-07412RL,Panasonic,ERJ-U02F4120X,Koa-Speer,RK73H1ETTP4120F
422R,"Res, 422R Ohm, 412R, 62.5mW, R0402",Yageo,RC0402FR-07422RL,Panasonic,ERJ-U02F4220X,Koa-Speer,RK73H1ETTP4220F
432R,"Res, 432R Ohm, 422R, 62.5mW, R0402",Yageo,RC0402FR-07432RL,Panasonic,ERJ-U02F4320X,Koa-Speer,RK73H1ETTP4320F
442R,"Res, 442R Ohm, 432R, 62.5mW, R0402",Yageo,RC0402FR-07442RL,Panasonic,ERJ-U02F4420X,Koa-Speer,RK73H1ETTP4420F
453R,"Res, 453R Ohm, 442R, 62.5mW, R0402",Yageo,RC0402FR-07453RL,Panasonic,ERJ-U02F4530X,Koa-Speer,RK73H1ETTP4530F
464R,"Res, 464R Ohm, 453R, 62.5mW, R0402",Yageo,RC0402FR-07464RL,Panasonic,ERJ-U02F4640X,Koa-Speer,RK73H1ETTP4640F
475R,"Res, 475R Ohm, 464R, 62.5mW, R0402",Yageo,RC0402FR-07475RL,Panasonic,ERJ-U02F4750X,Koa-Speer,RK73H1ETTP4750F
487R,"Res, 487R Ohm, 475R, 62.5mW, R0402",Yageo,RC0402FR-07487RL,Panasonic,ERJ-U02F4870X,Koa-Speer,RK73H1ETTP4870F
499R,"Res, 499R Ohm, 487R, 62.5mW, R0402",Yageo,RC0402FR-07499RL,Panasonic,ERJ-U02F4990X,Koa-Speer,RK73H1ETTP4990F
511R,"Res, 511R Ohm, 499R, 62.5mW, R0402",Yageo,RC0402FR-07511RL,Panasonic,ERJ-U02F5110X,Koa-Speer,RK73H1ETTP5110F
523R,"Res, 523R Ohm, 511R, 62.5mW, R0402",Yageo,RC0402FR-07523RL,Panasonic,ERJ-U02F5230X,Koa-Speer,RK73H1ETTP5230F
536R,"Res, 536R Ohm, 523R, 62.5mW, R0402",Yageo,RC0402FR-07536RL,Panasonic,ERJ-U02F5360X,Koa-Speer,RK73H1ETTP5360F
549R,"Res, 549R Ohm, 536R, 62.5mW, R0402",Yageo,RC0402FR-07549RL,Panasonic,ERJ-U02F5490X,Koa-Speer,RK73H1ETTP5490F
562R,"Res, 562R Ohm, 549R, 62.5mW, R0402",Yageo,RC0402FR-07562RL,Panasonic,ERJ-U02F5620X,Koa-Speer,RK73H1ETTP5620F
576R,"Res, 576R Ohm, 562R, 62.5mW, R0402",Yageo,RC0402FR-07576RL,Panasonic,ERJ-U02F5760X,Koa-Speer,RK73H1ETTP5760F
590R,"Res, 590R Ohm, 576R, 62.5mW, R0402",Yageo,RC0402FR-07590RL,Panasonic,ERJ-U02F5900X,Koa-Speer,RK73H1ETTP5900F
604R,"Res, 604R Ohm, 590R, 62.5mW, R0402",Yageo,RC0402FR-07604RL,Panasonic,ERJ-U02F6040X,Koa-Speer,RK73H1ETTP6040F
619R,"Res, 619R Ohm, 604R, 62.5mW, R0402",Yageo,RC0402FR-07619RL,Panasonic,ERJ-U02F6190X,Koa-Speer,RK73H1ETTP6190F
634R,"Res, 634R Ohm, 619R, 62.5mW, R0402",Yageo,RC0402FR-07634RL,Panasonic,ERJ-U02F6340X,Koa-Speer,RK73H1ETTP6340F
649R,"Res, 649R Ohm, 634R, 62.5mW, R0402",Yageo,RC0402FR-07649RL,Panasonic,ERJ-U02F6490X,Koa-Speer,RK73H1ETTP6490F
665R,"Res, 665R Ohm, 649R, 62.5mW, R0402",Yageo,RC0402FR-07665RL,Panasonic,ERJ-U02F6650X,Koa-Speer,RK73H1ETTP6650F
681R,"Res, 681R Ohm, 665R, 62.5mW, R0402",Yageo,RC0402FR-07681RL,Panasonic,ERJ-U02F6810X,Koa-Speer,RK73H1ETTP6810F
698R,"Res, 698R Ohm, 681R, 62.5mW, R0402",Yageo,RC0402FR-07698RL,Panasonic,ERJ-U02F6980X,Koa-Speer,RK73H1ETTP6980F
715R,"Res, 715R Ohm, 698R, 62.5mW, R0402",Yageo,RC0402FR-07715RL,Panasonic,ERJ-U02F7150X,Koa-Speer,RK73H1ETTP7150F
732R,"Res, 732R Ohm, 715R, 62.5mW, R0402",Yageo,RC0402FR-07732RL,Panasonic,ERJ-U02F7320X,Koa-Speer,RK73H1ETTP7320F
750R,"Res, 750R Ohm, 732R, 62.5mW, R0402",Yageo,RC0402FR-07750RL,Panasonic,ERJ-U02F7500X,Koa-Speer,RK73H1ETTP7500F
768R,"Res, 768R Ohm, 750R, 62.5mW, R0402",Yageo,RC0402FR-07768RL,Panasonic,ERJ-U02F7680X,Koa-Speer,RK73H1ETTP7680F
787R,"Res, 787R Ohm, 768R, 62.5mW, R0402",Yageo,RC0402FR-07787RL,Panasonic,ERJ-U02F7870X,Koa-Speer,RK73H1ETTP7870F
806R,"Res, 806R Ohm, 787R, 62.5mW, R0402",Yageo,RC0402FR-07806RL,Panasonic,ERJ-U02F8060X,Koa-Speer,RK73H1ETTP8060F
825R,"Res, 825R Ohm, 806R, 62.5mW, R0402",Yageo,RC0402FR-07825RL,Panasonic,ERJ-U02F8250X,Koa-Speer,RK73H1ETTP8250F
845R,"Res, 845R Ohm, 825R, 62.5mW, R0402",Yageo,RC0402FR-07845RL,Panasonic,ERJ-U02F8450X,Koa-Speer,RK73H1ETTP8450F
866R,"Res, 866R Ohm, 845R, 62.5mW, R0402",Yageo,RC0402FR-07866RL,Panasonic,ERJ-U02F8660X,Koa-Speer,RK73H1ETTP8660F
887R,"Res, 887R Ohm, 866R, 62.5mW, R0402",Yageo,RC0402FR-07887RL,Panasonic,ERJ-U02F8870X,Koa-Speer,RK73H1ETTP8870F
909R,"Res, 909R Ohm, 887R, 62.5mW, R0402",Yageo,RC0402FR-07909RL,Panasonic,ERJ-U02F9090X,Koa-Speer,RK73H1ETTP9090F
931R,"Res, 931R Ohm, 909R, 62.5mW, R0402",Yageo,RC0402FR-07931RL,Panasonic,ERJ-U02F9310X,Koa-Speer,RK73H1ETTP9310F
953R,"Res, 953R Ohm, 931R, 62.5mW, R0402",Yageo,RC0402FR-07953RL,Panasonic,ERJ-U02F9530X,Koa-Speer,RK73H1ETTP9530F
976R,"Res, 976R Ohm, 953R, 62.5mW, R0402",Yageo,RC0402FR-07976RL,Panasonic,ERJ-U02F9760X,Koa-Speer,RK73H1ETTP9760F
1K,"Res, 1K Ohm, 976R, 62.5mW, R0402",Yageo,RC0402FR-071KL,Panasonic,ERJ-U02F1001X,Koa-Speer,RK73H1ETTP1001F
1K02,"Res, 1K02 Ohm, 1K, 62.5mW, R0402",Yageo,RC0402FR-071K02L,Panasonic,ERJ-U02F1021X,Koa-Speer,RK73H1ETTP1021F
1K05,"Res, 1K05 Ohm, 1K02, 62.5mW, R0402",Yageo,RC0402FR-071K05L,Panasonic,ERJ-U02F1051X,Koa-Speer,RK73H1ETTP1051F
1K07,"Res, 1K07 Ohm, 1K05, 62.5mW, R0402",Yageo,RC0402FR-071K07L,Panasonic,ERJ-U02F1071X,Koa-Speer,RK73H1ETTP1071F
1K1,"Res, 1K1 Ohm, 1K07, 62.5mW, R0402",Yageo,RC0402FR-071K1L,Panasonic,ERJ-U02F1101X,Koa-Speer,RK73H1ETTP1101F
1K13,"Res, 1K13 Ohm, 1K1, 62.5mW, R0402",Yageo,RC0402FR-071K13L,Panasonic,ERJ-U02F1131X,Koa-Speer,RK73H1ETTP1131F
1K15,"Res, 1K15 Ohm, 1K13, 62.5mW, R0402",Yageo,RC0402FR-071K15L,Panasonic,ERJ-U02F1151X,Koa-Speer,RK73H1ETTP1151F
1K18,"Res, 1K18 Ohm, 1K15, 62.5mW, R0402",Yageo,RC0402FR-071K18L,Panasonic,ERJ-U02F1181X,Koa-Speer,RK73H1ETTP1181F
1K21,"Res, 1K21 Ohm, 1K18, 62.5mW, R0402",Yageo,RC0402FR-071K21L,Panasonic,ERJ-U02F1211X,Koa-Speer,RK73H1ETTP1211F
1K24,"Res, 1K24 Ohm, 1K21, 62.5mW, R0402",Yageo,RC0402FR-071K24L,Panasonic,ERJ-U02F1241X,Koa-Speer,RK73H1ETTP1241F
1K27,"Res, 1K27 Ohm, 1K24, 62.5mW, R0402",Yageo,RC0402FR-071K27L,Panasonic,ERJ-U02F1271X,Koa-Speer,RK73H1ETTP1271F
1K3,"Res, 1K3 Ohm, 1K27, 62.5mW, R0402",Yageo,RC0402FR-071K3L,Panasonic,ERJ-U02F1301X,Koa-Speer,RK73H1ETTP1301F
1K33,"Res, 1K33 Ohm, 1K3, 62.5mW, R0402",Yageo,RC0402FR-071K33L,Panasonic,ERJ-U02F1331X,Koa-Speer,RK73H1ETTP1331F
1K37,"Res, 1K37 Ohm, 1K33, 62.5mW, R0402",Yageo,RC0402FR-071K37L,Panasonic,ERJ-U02F1371X,Koa-Speer,RK73H1ETTP1371F
1K4,"Res, 1K4 Ohm, 1K37, 62.5mW, R0402",Yageo,RC0402FR-071K4L,Panasonic,ERJ-U02F1401X,Koa-Speer,RK73H1ETTP1401F
1K43,"Res, 1K43 Ohm, 1K4, 62.5mW, R0402",Yageo,RC0402FR-071K43L,Panasonic,ERJ-U02F1431X,Koa-Speer,RK73H1ETTP1431F
1K47,"Res, 1K47 Ohm, 1K43, 62.5mW, R0402",Yageo,RC0402FR-071K47L,Panasonic,ERJ-U02F1471X,Koa-Speer,RK73H1ETTP1471F
1K5,"Res, 1K5 Ohm, 1K47, 62.5mW, R0402",Yageo,RC0402FR-071K5L,Panasonic,ERJ-U02F1501X,Koa-Speer,RK73H1ETTP1501F
1K54,"Res, 1K54 Ohm, 1K5, 62.5mW, R0402",Yageo,RC0402FR-071K54L,Panasonic,ERJ-U02F1541X,Koa-Speer,RK73H1ETTP1541F
