1%,Tolerance,,,,,,
Value,Description,MFG #1,P/N #1,MFG #2,P/N #2,MFG #3,P/N #3
40R2,"Res, 40R2 Ohm, 39R2, 100mW, R0603",Yageo,RC0603FR-0740R2P,Panasonic,ERJ-U03F40R2V,Koa-Speer,RK73H1JTTD40R2F
41R2,"Res, 41R2 Ohm, 40R2, 100mW, R0603",Yageo,RC0603FR-0741R2P,Panasonic,ERJ-U03F41R2V,Koa-Speer,RK73H1JTTD41R2F
42R2,"Res, 42R2 Ohm, 41R2, 100mW, R0603",Yageo,RC0603FR-0742R2P,Panasonic,ERJ-U03F42R2V,Koa-Speer,RK73H1JTTD42R2F
43R2,"Res, 43R2 Ohm, 42R2, 100mW, R0603",Yageo,RC0603FR-0743R2P,Panasonic,ERJ-U03F43R2V,Koa-Speer,RK73H1JTTD43R2F
44R2,"Res, 44R2 Ohm, 43R2, 100mW, R0603",Yageo,RC0603FR-0744R2P,Panasonic,ERJ-U03F44R2V,Koa-Speer,RK73H1JTTD44R2F
45R3,"Res, 45R3 Ohm, 44R2, 100mW, R0603",Yageo,RC0603FR-0745R3P,Panasonic,ERJ-U03F45R3V,Koa-Speer,RK73H1JTTD45R3F
46R4,"Res, 46R4 Ohm, 45R3, 100mW, R0603",Yageo,RC0603FR-0746R4P,Panasonic,ERJ-U03F46R4V,Koa-Speer,RK73H1JTTD46R4F
47R5,"Res, 47R5 Ohm, 46R4, 100mW, R0603",Yageo,RC0603FR-0747R5P,Panasonic,ERJ-U03F47R5V,Koa-Speer,RK73H1JTTD47R5F
48R7,"Res, 48R7 Ohm, 47R5, 100mW, R0603",Yageo,RC0603FR-0748R7P,Panasonic,ERJ-U03F48R7V,Koa-Speer,RK73H1JTTD48R7F
49R9,"Res, 49R9 Ohm, 48R7, 100mW, R0603",Yageo,RC0603FR-0749R9P,Panasonic,ERJ-U03F49R9V,Koa-Speer,RK73H1JTTD49R9F
51R1,"Res, 51R1 Ohm, 49R9, 100mW, R0603",Yageo,RC0603FR-0751R1P,Panasonic,ERJ-U03F51R1V,Koa-Speer,RK73H1JTTD51R1F
52R3,"Res, 52R3 Ohm, 51R1, 100mW, R0603",Yageo,RC0603FR-0752R3P,Panasonic,ERJ-U03F52R3V,Koa-Speer,RK73H1JTTD52R3F
53R6,"Res, 53R6 Ohm, 52R3, 100mW, R0603",Yageo,RC0603FR-0753R6P,Panasonic,ERJ-U03F53R6V,Koa-Speer,RK73H1JTTD53R6F
54R9,"Res, 54R9 Ohm, 53R6, 100mW, R0603",Yageo,RC0603FR-0754R9P,Panasonic,ERJ-U03F54R9V,Koa-Speer,RK73H1JTTD54R9F
56R2,"Res, 56R2 Ohm, 54R9, 100mW, R0603",Yageo,RC0603FR-0756R2P,Panasonic,ERJ-U03F56R2V,Koa-Speer,RK73H1JTTD56R2F
57R6,"Res, 57R6 Ohm, 56R2, 100mW, R0603",Yageo,RC0603FR-0757R6P,Panasonic,ERJ-U03F57R6V,Koa-Speer,RK73H1JTTD57R6F
59R,"Res, 59R Ohm, 57R6, 100mW, R0603",Yageo,RC0603FR-0759RP,Panasonic,ERJ-U03F59R0V,Koa-Speer,RK73H1JTTD59R0F
60R4,"Res, 60R4 Ohm, 59R, 100mW, R0603",Yageo,RC0603FR-0760R4P,Panasonic,ERJ-U03F60R4V,Koa-Speer,RK73H1JTTD60R4F
61R9,"Res, 61R9 Ohm, 60R4, 100mW, R0603",Yageo,RC0603FR-0761R9P,Panasonic,ERJ-U03F61R9V,Koa-Speer,RK73H1JTTD61R9F
63R4,"Res, 63R4 Ohm, 61R9, 100mW, R0603",Yageo,RC0603FR-0763R4P,Panasonic,ERJ-U03F63R4V,Koa-Speer,RK73H1JTTD63R4F
64R9,"Res, 64R9 Ohm, 63R4, 100mW, R0603",Yageo,RC0603FR-0764R9P,Panasonic,ERJ-U03F64R9V,Koa-Speer,RK73H1JTTD64R9F
66R5,"Res, 66R5 Ohm, 64R9, 100mW, R0603",Yageo,RC0603FR-0766R5P,Panasonic,ERJ-U03F66R5V,Koa-Speer,RK73H1JTTD66R5F
68R1,"Res, 68R1 Ohm, 66R5, 100mW, R0603",Yageo,RC0603FR-0768R1P,Panasonic,ERJ-U03F68R1V,Koa-Speer,RK73H1JTTD68R1F
69R8,"Res, 69R8 Ohm, 68R1, 100mW, R0603",Yageo,RC0603FR-0769R8P,Panasonic,ERJ-U03F69R8V,Koa-Speer,RK73H1JTTD69R8F
71R5,"Res, 71R5 Ohm, 69R8, 100mW, R0603",Yageo,RC0603FR-0771R5P,Panasonic,ERJ-U03F71R5V,Koa-Speer,RK73H1JTTD71R5F
73R2,"Res, 73R2 Ohm, 71R5, 100mW, R0603",Yageo,RC0603FR-0773R2P,Panasonic,ERJ-U03F73R2V,Koa-Speer,RK73H1JTTD73R2F
75R,"Res, 75R Ohm, 73R2, 100mW, R0603",Yageo,RC0603FR-0775RP,Panasonic,ERJ-U03F75R0V,Koa-Speer,RK73H1JTTD75R0F
76R8,"Res, 76R8 Ohm, 75R, 100mW, R0603",Yageo,RC0603FR-0776R8P,Panasonic,ERJ-U03F76R8V,Koa-Speer,RK73H1JTTD76R8F
78R7,"Res, 78R7 Ohm, 76R8, 100mW, R0603",Yageo,RC0603FR-0778R7P,Panasonic,ERJ-U03F78R7V,Koa-Speer,RK73H1JTTD78R7F
80R6,"Res, 80R6 Ohm, 78R7, 100mW, R0603",Yageo,RC0603FR-0780R6P,Panasonic,ERJ-U03F80R6V,Koa-Speer,RK73H1JTTD80R6F
82R5,"Res, 82R5 Ohm, 80R6, 100mW, R0603",Yageo,RC0603FR-0782R5P,Panasonic,ERJ-U03F82R5V,Koa-Speer,RK73H1JTTD82R5F
84R5,"Res, 84R5 Ohm, 82R5, 100mW, R0603",Yageo,RC0603FR-0784R5P,Panasonic,ERJ-U03F84R5V,Koa-Speer,RK73H1JTTD84R5F
86R6,"Res, 86R6 Ohm, 84R5, 100mW, R0603",Yageo,RC0603FR-0786R6P,Panasonic,ERJ-U03F86R6V,Koa-Speer,RK73H1JTTD86R6F
88R7,"Res, 88R7 Ohm, 86R6, 100mW, R0603",Yageo,RC0603FR-0788R7P,Panasonic,ERJ-U03F88R7V,Koa-Speer,RK73H1JTTD88R7F
90R9,"Res, 90R9 Ohm, 88R7, 100mW, R0603",Yageo,RC0603FR-0790R9P,Panasonic,ERJ-U03F90R9V,Koa-Speer,RK73H1JTTD90R9F
93R1,"Res, 93R1 Ohm, 90R9, 100mW, R0603",Yageo,RC0603FR-0793R1P,Panasonic,ERJ-U03F93R1V,Koa-Speer,RK73H1JTTD93R1F
95R3,"Res, 95R3 Ohm, 93R1, 100mW, R0603",Yageo,RC0603FR-0795R3P,Panasonic,ERJ-U03F95R3V,Koa-Speer,RK73H1JTTD95R3F
97R6,"Res, 97R6 Ohm, 95R3, 100mW, R0603",Yageo,RC0603FR-0797R6P,Panasonic,ERJ-U03F97R6V,Koa-Speer,RK73H1JTTD97R6F
100R,"Res, 100R Ohm, 97R6, 100mW, R0603",Yageo,RC0603FR-07100RP,Panasonic,ERJ-U03F1000V,Koa-Speer,RK73H1JTTD1000F
102R,"Res, 102R Ohm, 100R, 100mW, R0603",Yageo,RC0603FR-07102RP,Panasonic,ERJ-U03F1020V,Koa-Speer,RK73H1JTTD1020F
105R,"Res, 105R Ohm, 102R, 100mW, R0603",Yageo,RC0603FR-07105RP,Panasonic,ERJ-U03F1050V,Koa-Speer,RK73H1JTTD1050F
107R,"Res, 107R Ohm, 105R, 100mW, R0603",Yageo,RC0603FR-07107RP,Panasonic,ERJ-U03F1070V,Koa-Speer,RK73H1JTTD1070F
110R,"Res, 110R Ohm, 107R, 100mW, R0603",Yageo,RC0603FR-07110RP,Panasonic,ERJ-U03F1100V,Koa-Speer,RK73H1JTTD1100F
113R,"Res, 113R Ohm, 110R, 100mW, R0603",Yageo,RC0603FR-07113RP,Panasonic,ERJ-U03F1130V,Koa-Speer,RK73H1JTTD1130F
115R,"Res, 115R Ohm, 113R, 100mW, R0603",Yageo,RC0603FR-07115RP,Panasonic,ERJ-U03F1150V,Koa-Speer,RK73H1JTTD1150F
118R,"Res, 118R Ohm, 115R, 100mW, R0603",Yageo,RC0603FR-07118RP,Panasonic,ERJ-U03F1180V,Koa-Speer,RK73H1JTTD1180F
121R,"Res, 121R Ohm, 118R, 100mW, R0603",Yageo,RC0603FR-07121RP,Panasonic,ERJ-U03F1210V,Koa-Speer,RK73H1JTTD1210F
124R,"Res, 124R Ohm, 121R, 100mW, R0603",Yageo,RC0603FR-07124RP,Panasonic,ERJ-U03F1240V,Koa-Speer,RK73H1JTTD1240F
127R,"Res, 127R Ohm, 124R, 100mW, R0603",Yageo,RC0603FR-07127RP,Panasonic,ERJ-U03F1270V,Koa-Speer,RK73H1JTTD1270F
130R,"Res, 130R Ohm, 127R, 100mW, R0603",Yageo,RC0603FR-07130RP,Panasonic,ERJ-U03F1300V,Koa-Speer,RK73H1JTTD1300F
133R,"Res, 133R Ohm, 130R, 100mW, R0603",Yageo,RC0603FR-07133RP,Panasonic,ERJ-U03F1330V,Koa-Speer,RK73H1JTTD1330F
137R,"Res, 137R Ohm, 133R, 100mW, R0603",Yageo,RC0603FR-07137RP,Panasonic,ERJ-U03F1370V,Koa-Speer,RK73H1JTTD1370F
140R,"Res, 140R Ohm, 137R, 100mW, R0603",Yageo,RC0603FR-07140RP,Panasonic,ERJ-U03F1400V,Koa-Speer,RK73H1JTTD1400F
143R,"Res, 143R Ohm, 140R, 100mW, R0603",Yageo,RC0603FR-07143RP,Panasonic,ERJ-U03F1430V,Koa-Speer,RK73H1JTTD1430F
147R,"Res, 147R Ohm, 143R, 100mW, R0603",Yageo,RC0603FR-07147RP,Panasonic,ERJ-U03F1470V,Koa-Speer,RK73H1JTTD1470F
150R,"Res, 150R Ohm, 147R, 100mW, R0603",Yageo,RC0603FR-07150RP,Panasonic,ERJ-U03F1500V,Koa-Speer,RK73H1JTTD1500F
154R,"Res, 154R Ohm, 150R, 100mW, R0603",Yageo,RC0603FR-07154RP,Panasonic,ERJ-U03F1540V,Koa-Speer,RK73H1JTTD1540F
158R,"Res, 158R Ohm, 154R, 100mW, R0603",Yageo,RC0603FR-07158RP,Panasonic,ERJ-U03F1580V,Koa-Speer,RK73H1JTTD1580F
162R,"Res, 162R Ohm, 158R, 100mW, R0603",Yageo,RC0603FR-07162RP,Panasonic,ERJ-U03F1620V,Koa-Speer,RK73H1JTTD1620F
165R,"Res, 165R Ohm, 162R, 100mW, R0603",Yageo,RC0603FR-07165RP,Panasonic,ERJ-U03F1650V,Koa-Speer,RK73H1JTTD1650F
169R,"Res, 169R Ohm, 165R, 100mW, R0603",Yageo,RC0603FR-07169RP,Panasonic,ERJ-U03F1690V,Koa-Speer,RK73H1JTTD1690F
174R,"Res, 174R Ohm, 169R, 100mW, R0603",Yageo,RC0603FR-07174RP,Panasonic,ERJ-U03F1740V,Koa-Speer,RK73H1JTTD1740F
178R,"Res, 178R Ohm, 174R, 100mW, R0603",Yageo,RC0603FR-07178RP,Panasonic,ERJ-U03F1780V,Koa-Speer,RK73H1JTTD1780F
182R,"Res, 182R Ohm, 178R, 100mW, R0603",Yageo,RC0603FR-07182RP,Panasonic,ERJ-U03F1820V,Koa-Speer,RK73H1JTTD1820F
187R,"Res, 187R Ohm, 182R, 100mW, R0603",Yageo,RC0603FR-07187RP,Panasonic,ERJ-U03F1870V,Koa-Speer,RK73H1JTTD1870F
191R,"Res, 191R Ohm, 187R, 100mW, R0603",Yageo,RC0603FR-07191RP,Panasonic,ERJ-U03F1910V,Koa-Speer,RK73H1JTTD1910F
196R,"Res, 196R Ohm, 191R, 100mW, R0603",Yageo,RC0603FR-07196RP,Panasonic,ERJ-U03F1960V,Koa-Speer,RK73H1JTTD1960F
200R,"Res, 200R Ohm, 196R, 100mW, R0603",Yageo,RC0603FR-07200RP,Panasonic,ERJ-U03F2000V,Koa-Speer,RK73H1JTTD2000F
205R,"Res, 205R Ohm, 200R, 100mW, R0603",Yageo,RC0603FR-07205RP,Panasonic,ERJ-U03F2050V,Koa-Speer,RK73H1JTTD2050F
210R,"Res, 210R Ohm, 205R, 100mW, R0603",Yageo,RC0603FR-07210RP,Panasonic,ERJ-U03F2100V,Koa-Speer,RK73H1JTTD2100F
215R,"Res, 215R Ohm, 210R, 100mW, R0603",Yageo,RC0603FR-07215RP,Panasonic,ERJ-U03F2150V,Koa-Speer,RK73H1JTTD2150F
221R,"Res, 221R Ohm, 215R, 100mW, R0603",Yageo,RC0603FR-07221RP,Panasonic,ERJ-U03F2210V,Koa-Speer,RK73H1JTTD2210F
226R,"Res, 226R Ohm, 221R, 100mW, R0603",Yageo,RC0603FR-07226RP,Panasonic,ERJ-U03F2260V,Koa-Speer,RK73H1JTTD2260F
232R,"Res, 232R Ohm, 226R, 100mW, R0603",Yageo,RC0603FR-07232RP,Panasonic,ERJ-U03F2320V,Koa-Speer,RK73H1JTTD2320F
237R,"Res, 237R Ohm, 232R, 100mW, R0603",Yageo,RC0603FR-07237RP,Panasonic,ERJ-U03F2370V,Koa-Speer,RK73H1JTTD2370F
243R,"Res, 243R Ohm, 237R, 100mW, R0603",Yageo,RC0603FR-07243RP,Panasonic,ERJ-U03F2430V,Koa-Speer,RK73H1JTTD2430F
249R,"Res, 249R Ohm, 243R, 100mW, R0603",Yageo,RC0603FR-07249RP,Panasonic,ERJ-U03F2490V,Koa-Speer,RK73H1JTTD2490F
255R,"Res, 255R Ohm, 249R, 100mW, R0603",Yageo,RC0603FR-07255RP,Panasonic,ERJ-U03F2550V,Koa-Speer,RK73H1JTTD2550F
261R,"Res, 261R Ohm, 255R, 100mW, R0603",Yageo,RC0603FR-07261RP,Panasonic,ERJ-U03F2610V,Koa-Speer,RK73H1JTTD2610F
267R,"Res, 267R Ohm, 261R, 100mW, R0603",Yageo,RC0603FR-07267RP,Panasonic,ERJ-U03F2670V,Koa-Speer,RK73H1JTTD2670F
274R,"Res, 274R Ohm, 267R, 100mW, R0603",Yageo,RC0603FR-07274RP,Panasonic,ERJ-U03F2740V,Koa-Speer,RK73H1JTTD2740F
280R,"Res, 280R Ohm, 274R, 100mW, R0603",Yageo,RC0603FR-07280RP,Panasonic,ERJ-U03F2800V,Koa-Speer,RK73H1JTTD2800F
287R,"Res, 287R Ohm, 280R, 100mW, R0603",Yageo,RC0603FR-07287RP,Panasonic,ERJ-U03F2870V,Koa-Speer,RK73H1JTTD2870F
294R,"Res, 294R Ohm, 287R, 100mW, R0603",Yageo,RC0603FR-07294RP,Panasonic,ERJ-U03F2940V,Koa-Speer,RK73H1JTTD2940F
301R,"Res, 301R Ohm, 294R, 100mW, R0603",Yageo,RC0603FR-07301RP,Panasonic,ERJ-U03F3010V,Koa-Speer,RK73H1JTTD3010F
309R,"Res, 309R Ohm, 301R, 100mW, R0603",Yageo,RC0603FR-07309RP,Panasonic,ERJ-U03F3090V,Koa-Speer,RK73H1JTTD3090F
316R,"Res, 316R Ohm, 309R, 100mW, R0603",Yageo,RC0603FR-07316RP,Panasonic,ERJ-U03F3160V,Koa-Speer,RK73H1JTTD3160F
324R,"Res, 324R Ohm, 316R, 100mW, R0603",Yageo,RC0603FR-07324RP,Panasonic,ERJ-U03F3240V,Koa-Speer,RK73H1JTTD3240F
332R,"Res, 332R Ohm, 324R, 100mW, R0603",Yageo,RC0603FR-07332RP,Panasonic,ERJ-U03F3320V,Koa-Speer,RK73H1JTTD3320F
340R,"Res, 340R Ohm, 332R, 100mW, R0603",Yageo,RC0603FR-07340RP,Panasonic,ERJ-U03F3400V,Koa-Speer,RK73H1JTTD3400F
348R,"Res, 348R Ohm, 340R, 100mW, R0603",Yageo,RC0603FR-07348RP,Panasonic,ERJ-U03F3480V,Koa-Speer,RK73H1JTTD3480F
357R,"Res, 357R Ohm, 348R, 100mW, R0603",Yageo,RC0603FR-07357RP,Panasonic,ERJ-U03F3570V,Koa-Speer,RK73H1JTTD3570F
365R,"Res, 365R Ohm, 357R, 100mW, R0603",Yageo,RC0603FR-07365RP,Panasonic,ERJ-U03F3650V,Koa-Speer,RK73H1JTTD3650F
374R,"Res, 374R Ohm, 365R, 100mW, R0603",Yageo,RC0603FR-07374RP,Panasonic,ERJ-U03F3740V,Koa-Speer,RK73H1JTTD3740F
383R,"Res, 383R Ohm, 374R, 100mW, R0603",Yageo,RC0603FR-07383RP,Panasonic,ERJ-U03F3830V,Koa-Speer,RK73H1JTTD3830F
392R,"Res, 392R Ohm, 383R, 100mW, R0603",Yageo,RC0603FR-07392RP,Panasonic,ERJ-U03F3920V,Koa-Speer,RK73H1JTTD3920F
402R,"Res, 402R Ohm, 392R, 100mW, R0603",Yageo,RC0603FR-07402RP,Panasonic,ERJ-U03F4020V,Koa-Speer,RK73H1JTTD4020F
412R,"Res, 412R Ohm, 402R, 100mW, R0603",Yageo,RC0603FR-07412RP,Panasonic,ERJ-U03F4120V,Koa-Speer,RK73H1JTTD4120F
422R,"Res, 422R Ohm, 412R, 100mW, R0603",Yageo,RC0603FR-07422RP,Panasonic,ERJ-U03F4220V,Koa-Speer,RK73H1JTTD4220F
432R,"Res, 432R Ohm, 422R, 100mW, R0603",Yageo,RC0603FR-07432RP,Panasonic,ERJ-U03F4320V,Koa-Speer,RK73H1JTTD4320F
442R,"Res, 442R Ohm, 432R, 100mW, R0603",Yageo,RC0603FR-07442RP,Panasonic,ERJ-U03F4420V,Koa-Speer,RK73H1JTTD4420F
453R,"Res, 453R Ohm, 442R, 100mW, R0603",Yageo,RC0603FR-07453RP,Panasonic,ERJ-U03F4530V,Koa-Speer,RK73H1JTTD4530F
464R,"Res, 464R Ohm, 453R, 100mW, R0603",Yageo,RC0603FR-07464RP,Panasonic,ERJ-U03F4640V,Koa-Speer,RK73H1JTTD4640F
475R,"Res, 475R Ohm, 464R, 100mW, R0603",Yageo,RC0603FR-07475RP,Panasonic,ERJ-U03F4750V,Koa-Speer,RK73H1JTTD4750F
487R,"Res, 487R Ohm, 475R, 100mW, R0603",Yageo,RC0603FR-07487RP,Panasonic,ERJ-U03F4870V,Koa-Speer,RK73H1JTTD4870F
499R,"Res, 499R Ohm, 487R, 100mW, R0603",Yageo,RC0603FR-07499RP,Panasonic,ERJ-U03F4990V,Koa-Speer,RK73H1JTTD4990F
511R,"Res, 511R Ohm, 499R, 100mW, R0603",Yageo,RC0603FR-07511RP,Panasonic,ERJ-U03F5110V,Koa-Speer,RK73H1JTTD5110F
523R,"Res, 523R Ohm, 511R, 100mW, R0603",Yageo,RC0603FR-07523RP,Panasonic,ERJ-U03F5230V,Koa-Speer,RK73H1JTTD5230F
536R,"Res, 536R Ohm, 523R, 100mW, R0603",Yageo,RC0603FR-07536RP,Panasonic,ERJ-U03F5360V,Koa-Speer,RK73H1JTTD5360F
549R,"Res, 549R Ohm, 536R, 100mW, R0603",Yageo,RC0603FR-07549RP,Panasonic,ERJ-U03F5490V,Koa-Speer,RK73H1JTTD5490F
562R,"Res, 562R Ohm, 549R, 100mW, R0603",Yageo,RC0603FR-07562RP,Panasonic,ERJ-U03F5620V,Koa-Speer,RK73H1JTTD5620F
576R,"Res, 576R Ohm, 562R, 100mW, R0603",Yageo,RC0603FR-07576RP,Panasonic,ERJ-U03F5760V,Koa-Speer,RK73H1JTTD5760F
590R,"Res, 590R Ohm, 576R, 100mW, R0603",Yageo,RC0603FR-07590RP,Panasonic,ERJ-U03F5900V,Koa-Speer,RK73H1JTTD5900F
604R,"Res, 604R Ohm, 590R, 100mW, R0603",Yageo,RC0603FR-07604RP,Panasonic,ERJ-U03F6040V,Koa-Speer,RK73H1JTTD6040F
619R,"Res, 619R Ohm, 604R, 100mW, R0603",Yageo,RC0603FR-07619RP,Panasonic,ERJ-U03F6190V,Koa-Speer,RK73H1JTTD6190F
634R,"Res, 634R Ohm, 619R, 100mW, R0603",Yageo,RC0603FR-07634RP,Panasonic,ERJ-U03F6340V,Koa-Speer,RK73H1JTTD6340F
649R,"Res, 649R Ohm, 634R, 100mW, R0603",Yageo,RC0603FR-07649RP,Panasonic,ERJ-U03F6490V,Koa-Speer,RK73H1JTTD6490F
665R,"Res, 665R Ohm, 649R, 100mW, R0603",Yageo,RC0603FR-07665RP,Panasonic,ERJ-U03F6650V,Koa-Speer,RK73H1JTTD6650F
681R,"Res, 681R Ohm, 665R, 100mW, R0603",Yageo,RC0603FR-07681RP,Panasonic,ERJ-U03F6810V,Koa-Speer,RK73H1JTTD6810F
698R,"Res, 698R Ohm, 681R, 100mW, R0603",Yageo,RC0603FR-07698RP,Panasonic,ERJ-U03F6980V,Koa-Speer,RK73H1JTTD6980F
715R,"Res, 715R Ohm, 698R, 100mW, R0603",Yageo,RC0603FR-07715RP,Panasonic,ERJ-U03F7150V,Koa-Speer,RK73H1JTTD7150F
732R,"Res, 732R Ohm, 715R, 100mW, R0603",Yageo,RC0603FR-07732RP,Panasonic,ERJ-U03F7320V,Koa-Speer,RK73H1JTTD7320F
750R,"Res, 750R Ohm, 732R, 100mW, R0603",Yageo,RC0603FR-07750RP,Panasonic,ERJ-U03F7500V,Koa-Speer,RK73H1JTTD7500F
768R,"Res, 768R Ohm, 750R, 100mW, R0603",Yageo,RC0603FR-07768RP,Panasonic,ERJ-U03F7680V,Koa-Speer,RK73H1JTTD7680F
787R,"Res, 787R Ohm, 768R, 100mW, R0603",Yageo,RC0603FR-07787RP,Panasonic,ERJ-U03F7870V,Koa-Speer,RK73H1JTTD7870F
806R,"Res, 806R Ohm, 787R, 100mW, R0603",Yageo,RC0603FR-07806RP,Panasonic,ERJ-U03F8060V,Koa-Speer,RK73H1JTTD8060F
825R,"Res, 825R Ohm, 806R, 100mW, R0603",Yageo,RC0603FR-07825RP,Panasonic,ERJ-U03F8250V,Koa-Speer,RK73H1JTTD8250F
845R,"Res, 845R Ohm, 825R, 100mW, R0603",Yageo,RC0603FR-07845RP,Panasonic,ERJ-U03F8450V,Koa-Speer,RK73H1JTTD8450F
866R,"Res, 866R Ohm, 845R, 100mW, R0603",Yageo,RC0603FR-07866RP,Panasonic,ERJ-U03F8660V,Koa-Speer,RK73H1JTTD8660F
887R,"Res, 887R Ohm, 866R, 100mW, R0603",Yageo,RC0603FR-07887RP,Panasonic,ERJ-U03F8870V,Koa-Speer,RK73H1JTTD8870F
909R,"Res, 909R Ohm, 887R, 100mW, R0603",Yageo,RC0603FR-07909RP,Panasonic,ERJ-U03F9090V,Koa-Speer,RK73H1JTTD9090F
931R,"Res, 931R Ohm, 909R, 100mW, R0603",Yageo,RC0603FR-07931RP,Panasonic,ERJ-U03F9310V,Koa-Speer,RK73H1JTTD9310F
953R,"Res, 953R Ohm, 931R, 100mW, R0603",Yageo,RC0603FR-07953RP,Panasonic,ERJ-U03F9530V,Koa-Speer,RK73H1JTTD9530F
976R,"Res, 976R Ohm, 953R, 100mW, R0603",Yageo,RC0603FR-07976RP,Panasonic,ERJ-U03F9760V,Koa-Speer,RK73H1JTTD9760F
1K,"Res, 1K Ohm, 976R, 100mW, R0603",Yageo,RC0603FR-071KP,Panasonic,ERJ-U03F1001V,Koa-Speer,RK73H1JTTD1001F
1K02,"Res, 1K02 Ohm, 1K, 100mW, R0603",Yageo,RC0603FR-071K02P,Panasonic,ERJ-U03F1021V,Koa-Speer,RK73H1JTTD1021F
1K05,"Res, 1K05 Ohm, 1K02, 100mW, R0603",Yageo,RC0603FR-071K05P,Panasonic,ERJ-U03F1051V,Koa-Speer,RK73H1JTTD1051F
1K07,"Res, 1K07 Ohm, 1K05, 100mW, R0603",Yageo,RC0603FR-071K07P,Panasonic,ERJ-U03F1071V,Koa-Speer,RK73H1JTTD1071F
1K1,"Res, 1K1 Ohm, 1K07, 100mW, R0603",Yageo,RC0603FR-071K1P,Panasonic,ERJ-U03F1101V,Koa-Speer,RK73H1JTTD1101F
1K13,"Res, 1K13 Ohm, 1K1, 100mW, R0603",Yageo,RC0603FR-071K13P,Panasonic,ERJ-U03F1131V,Koa-Speer,RK73H1JTTD1131F
1K15,"Res, 1K15 Ohm, 1K13, 100mW, R0603",Yageo,RC0603FR-071K15P,Panasonic,ERJ-U03F1151V,Koa-Speer,RK73H1JTTD1151F
1K18,"Res, 1K18 Ohm, 1K15, 100mW, R0603",Yageo,RC0603FR-071K18P,Panasonic,ERJ-U03F1181V,Koa-Speer,RK73H1JTTD1181F
1K21,"Res, 1K21 Ohm, 1K18, 100mW, R0603",Yageo,RC0603FR-071K21P,Panasonic,ERJ-U03F1211V,Koa-Speer,RK73H1JTTD1211F
1K24,"Res, 1K24 Ohm, 1K21, 100mW, R0603",Yageo,RC0603FR-071K24P,Panasonic,ERJ-U03F1241V,Koa-Speer,RK73H1JTTD1241F
1K27,"Res, 1K27 Ohm, 1K24, 100mW, R0603",Yageo,RC0603FR-071K27P,Panasonic,ERJ-U03F1271V,Koa-Speer,RK73H1JTTD1271F
1K3,"Res, 1K3 Ohm, 1K27, 100mW, R0603",Yageo,RC0603FR-071K3P,Panasonic,ERJ-U03F1301V,Koa-Speer,RK73H1JTTD1301F
1K33,"Res, 1K33 Ohm, 1K3, 100mW, R0603",Yageo,RC0603FR-071K33P,Panasonic,ERJ-U03F1331V,Koa-Speer,RK73H1JTTD1331F
1K37,"Res, 1K37 Ohm, 1K33, 100mW, R0603",Yageo,RC0603FR-071K37P,Panasonic,ERJ-U03F1371V,Koa-Speer,RK73H1JTTD1371F
1K4,"Res, 1K4 Ohm, 1K37, 100mW, R0603",Yageo,RC0603FR-071K4P,Panasonic,ERJ-U03F1401V,Koa-Speer,RK73H1JTTD1401F
1K43,"Res, 1K43 Ohm, 1K4, 100mW, R0603",Yageo,RC0603FR-071K43P,Panasonic,ERJ-U03F1431V,Koa-Speer,RK73H1JTTD1431F
1K47,"Res, 1K47 Ohm, 1K43, 100mW, R0603",Yageo,RC0603FR-071K47P,Panasonic,ERJ-U03F1471V,Koa-Speer,RK73H1JTTD1471F
1K5,"Res, 1K5 Ohm, 1K47, 100mW, R0603",Yageo,RC0603FR-071K5P,Panasonic,ERJ-U03F1501V,Koa-Speer,RK73H1JTTD1501F
1K54,"Res, 1K54 Ohm, 1K5, 100mW, R0603",Yageo,RC0603FR-071K54P,Panasonic,ERJ-U03F1541V,Koa-Speer,RK73H1JTTD1541F
1K58,"Res, 1K58 Ohm, 1K54, 100mW, R0603",Yageo,RC0603FR-071K58P,Panasonic,ERJ-U03F1581V,Koa-Speer,RK73H1JTTD1581F
1K62,"Res, 1K62 Ohm, 1K58, 100mW, R0603",Yageo,RC0603FR-071K62P,Panasonic,ERJ-U03F1621V,Koa-Speer,RK73H1JTTD1621F
1K65,"Res, 1K65 Ohm, 1K62, 100mW, R0603",Yageo,RC0603FR-071K65P,Panasonic,ERJ-U03F1651V,Koa-Speer,RK73H1JTTD1651F
1K69,"Res, 1K69 Ohm, 1K65, 100mW, R0603",Yageo,RC0603FR-071K69P,Panasonic,ERJ-U03F1691V,Koa-Speer,RK73H1JTTD1691F
1K74,"Res, 1K74 Ohm, 1K69, 100mW, R0603",Yageo,RC0603FR-071K74P,Panasonic,ERJ-U03F1741V,Koa-Speer,RK73H1JTTD1741F
1K78,"Res, 1K78 Ohm, 1K74, 100mW, R0603",Yageo,RC0603FR-071K78P,Panasonic,ERJ-U03F1781V,Koa-Speer,RK73H1JTTD1781F
1K82,"Res, 1K82 Ohm, 1K78, 100mW, R0603",Yageo,RC0603FR-071K82P,Panasonic,ERJ-U03F1821V,Koa-Speer,RK73H1JTTD1821F
1K87,"Res, 1K87 Ohm, 1K82, 100mW, R0603",Yageo,RC0603FR-071K87P,Panasonic,ERJ-U03F1871V,Koa-Speer,RK73H1JTTD1871F
